prize_year,category,prize,motivation,prize_share,laureate_id,laureate_type,full_name,birth_date,birth_city,birth_longitude,birth_latitude,birth_country,gender,organization_name,organization_city,organization_longitude,organization_latitude,organization_country,death_date,death_city,death_country
1954,Literature,The Nobel Prize in Literature 1954,"""for his mastery of the art of narrative, most recently demonstrated in <I>The Old Man and the Sea,</I> and for the influence that he has exerted on contemporary style""",1-Jan,625,Individual,Ernest Miller Hemingway,1899-07-21,"Oak Park, IL",-87.7845025,41.8850317,United States of America,Male,NA,NA,NA,NA,NA,02/07/1961,"Ketchum, ID",United States of America
1954,Medicine,The Nobel Prize in Physiology or Medicine 1954,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",1-Mar,356,Individual,John Franklin Enders,1897-02-10,"West Hartford, CT",-72.7420151,41.7620842,United States of America,Male,Harvard Medical School,"Boston, MA",-71.0588801,42.3600825,United States of America,08/09/1985,"Waterford, CT",United States of America
1954,Medicine,The Nobel Prize in Physiology or Medicine 1954,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",1-Mar,356,Individual,John Franklin Enders,1897-02-10,"West Hartford, CT",-72.7420151,41.7620842,United States of America,Male,"Research Division of Infectious Diseases, Children's Medical Center","Boston, MA",-71.0588801,42.3600825,United States of America,08/09/1985,"Waterford, CT",United States of America
1954,Medicine,The Nobel Prize in Physiology or Medicine 1954,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",1-Mar,357,Individual,Thomas Huckle Weller,1915-06-15,"Ann Arbor, MI",-83.7430378,42.2808256,United States of America,Male,"Research Division of Infectious Diseases, Children's Medical Center","Boston, MA",-71.0588801,42.3600825,United States of America,23/08/2008,"Needham, MA",United States of America
1954,Medicine,The Nobel Prize in Physiology or Medicine 1954,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",1-Mar,358,Individual,Frederick Chapman Robbins,1916-08-25,"Auburn, AL",-85.4807825,32.6098566,United States of America,Male,Western Reserve University,"Cleveland, OH",-81.6943605,41.49932,United States of America,04/08/2003,"Cleveland, OH",United States of America
1954,Peace,The Nobel Peace Prize 1954,NA,1-Jan,515,Organization,Office of the United Nations High Commissioner for Refugees (UNHCR),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954,Physics,The Nobel Prize in Physics 1954,"""for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction""",1-Feb,61,Individual,Max Born,1882-12-11,Breslau (Wroclaw),17.0385376,51.1078852,Germany (Poland),Male,Edinburgh University,Edinburgh,-3.188267,55.953252,United Kingdom,05/01/1970,Göttingen,West Germany (Germany)
1954,Physics,The Nobel Prize in Physics 1954,"""for the coincidence method and his discoveries made therewith""",1-Feb,62,Individual,Walther Bothe,1891-01-08,Oranienburg,13.2408643,52.7557351,Germany,Male,University of Heidelberg,Heidelberg,8.6724335,49.3987524,Federal Republic of Germany,08/02/1957,Heidelberg,West Germany (Germany)
1954,Physics,The Nobel Prize in Physics 1954,"""for the coincidence method and his discoveries made therewith""",1-Feb,62,Individual,Walther Bothe,1891-01-08,Oranienburg,13.2408643,52.7557351,Germany,Male,Max-Planck-Institut für medizinische Forschung,Heidelberg,8.6724335,49.3987524,Federal Republic of Germany,08/02/1957,Heidelberg,West Germany (Germany)
1955,Chemistry,The Nobel Prize in Chemistry 1955,"""for his work on biochemically important sulphur compounds, especially for the first synthesis of a polypeptide hormone""",1-Jan,218,Individual,Vincent du Vigneaud,1901-05-18,"Chicago, IL",-87.6297982,41.8781136,United States of America,Male,Cornell University,"Ithaca, NY",-76.5018807,42.4439614,United States of America,11/12/1978,"White Plains, NY",United States of America
1955,Literature,The Nobel Prize in Literature 1955,"""for his vivid epic power which has renewed the great narrative art of Iceland""",1-Jan,626,Individual,Halldór Kiljan Laxness,1902-04-23,Reykjavik,-21.9426354,64.146582,Iceland,Male,NA,NA,NA,NA,NA,08/02/1998,Reykjavik,Iceland
1955,Medicine,The Nobel Prize in Physiology or Medicine 1955,"""for his discoveries concerning the nature and mode of action of oxidation enzymes""",1-Jan,359,Individual,Axel Hugo Theodor Theorell,1903-07-06,Linköping,NA,NA,Sweden,Male,"Karolinska Institutet, Nobel Medical Institute",Stockholm,18.0685808,59.3293235,Sweden,15/08/1982,Stockholm,Sweden
1955,Physics,The Nobel Prize in Physics 1955,"""for his discoveries concerning the fine structure of the hydrogen spectrum""",1-Feb,63,Individual,Willis Eugene Lamb,1913-07-12,"Los Angeles, CA",-118.2436849,34.0522342,United States of America,Male,Stanford University,"Stanford, CA",-122.1660756,37.424106,United States of America,15/05/2008,"Tucson, AZ",United States of America
1955,Physics,The Nobel Prize in Physics 1955,"""for his precision determination of the magnetic moment of the electron""",1-Feb,64,Individual,Polykarp Kusch,1911-01-26,Blankenburg,10.9773091,51.8164261,Germany,Male,Columbia University,"New York, NY",-74.0059728,40.7127753,United States of America,20/03/1993,"Dallas, TX",United States of America
1956,Chemistry,The Nobel Prize in Chemistry 1956,"""for their researches into the mechanism of chemical reactions""",1-Feb,219,Individual,Sir Cyril Norman Hinshelwood,1897-05-19,London,-0.1275862,51.5072178,United Kingdom,Male,University of Oxford,Oxford,-1.2577263,51.7520209,United Kingdom,09/10/1967,London,United Kingdom
1956,Chemistry,The Nobel Prize in Chemistry 1956,"""for their researches into the mechanism of chemical reactions""",1-Feb,220,Individual,Nikolay Nikolaevich Semenov,1896-04-03,Saratov,46.0154123,51.5461754,Russia,Male,Institute for Chemical Physics of the Academy of Sciences of the USSR,Moscow,37.6173,55.755826,Union of Soviet Socialist Republics,25/09/1986,Moscow,Union of Soviet Socialist Republics
1956,Literature,The Nobel Prize in Literature 1956,"""for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity""",1-Jan,627,Individual,Juan Ramón Jiménez,1881-12-24,Moguer,-6.8369079,37.27464,Spain,Male,NA,NA,NA,NA,NA,29/05/1958,San Juan,Puerto Rico
1956,Medicine,The Nobel Prize in Physiology or Medicine 1956,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",1-Mar,360,Individual,André Frédéric Cournand,1895-09-24,Paris,2.3522219,48.856614,France,Male,"Columbia University Division, Cardio-Pulmonary Laboratory, Bellevue Hospital","New York, NY",-74.0059728,40.7127753,United States of America,19/02/1988,"Great Barrington, MA",United States of America
1956,Medicine,The Nobel Prize in Physiology or Medicine 1956,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",1-Mar,361,Individual,Werner Forssmann,1904-08-29,Berlin,13.404954,52.5200066,Germany,Male,Mainz University,Mainz,8.2472526,49.9928617,Federal Republic of Germany,01/06/1979,Schopfheim,West Germany (Germany)
1956,Medicine,The Nobel Prize in Physiology or Medicine 1956,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",1-Mar,361,Individual,Werner Forssmann,1904-08-29,Berlin,13.404954,52.5200066,Germany,Male,NA,Bad Kreuznach,7.8731346,49.8440162,Federal Republic of Germany,01/06/1979,Schopfheim,West Germany (Germany)
1956,Medicine,The Nobel Prize in Physiology or Medicine 1956,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",1-Mar,362,Individual,Dickinson W. Richards,1895-10-30,"Orange, NJ",-74.2326478,40.7706187,United States of America,Male,Columbia University,"New York, NY",-74.0059728,40.7127753,United States of America,23/02/1973,"Lakeville, CT",United States of America
1956,Physics,The Nobel Prize in Physics 1956,"""for their researches on semiconductors and their discovery of the transistor effect""",1-Mar,65,Individual,William Bradford Shockley,1910-02-13,London,-0.1275862,51.5072178,United Kingdom,Male,"Semiconductor Laboratory of Beckman Instruments, Inc.","Mountain View, CA",-122.0838511,37.3860517,United States of America,12/08/1989,"Palo Alto, CA",United States of America
1956,Physics,The Nobel Prize in Physics 1956,"""for their researches on semiconductors and their discovery of the transistor effect""",1-Mar,66,Individual,John Bardeen,1908-05-23,"Madison, WI",-89.4007501,43.0721661,United States of America,Male,University of Illinois,"Urbana, IL",-88.2072697,40.1105875,United States of America,30/01/1991,"Boston, MA",United States of America
1956,Physics,The Nobel Prize in Physics 1956,"""for their researches on semiconductors and their discovery of the transistor effect""",1-Mar,67,Individual,Walter Houser Brattain,1902-02-10,Amoy,118.0894799,24.4795099,China,Male,Bell Telephone Laboratories,"Murray Hill, NJ",-74.4012651,40.6951408,United States of America,13/10/1987,"Seattle, WA",United States of America
1957,Chemistry,The Nobel Prize in Chemistry 1957,"""for his work on nucleotides and nucleotide co-enzymes""",1-Jan,221,Individual,Lord (Alexander R.) Todd,1907-10-02,Glasgow,-4.251806,55.864237,Scotland,Male,University of Cambridge,Cambridge,0.1312729,52.1950788,United Kingdom,10/01/1997,Cambridge,United Kingdom
1957,Literature,The Nobel Prize in Literature 1957,"""for his important literary production, which with clear-sighted earnestness illuminates the problems of the human conscience in our times""",1-Jan,628,Individual,Albert Camus,1913-11-07,Mondovi,7.8196709,44.3953434,French Algeria (Algeria),Male,NA,NA,NA,NA,NA,04/01/1960,Sens,France
1957,Medicine,The Nobel Prize in Physiology or Medicine 1957,"""for his discoveries relating to synthetic compounds that inhibit the action of certain body substances, and especially their action on the vascular system and the skeletal muscles""",1-Jan,363,Individual,Daniel Bovet,1907-03-23,Neuchâtel,6.9292732,46.9899874,Switzerland,Male,Istituto Superiore di Sanit_ (Chief Institute of Public Health),Rome,12.4963655,41.9027835,Italy,08/04/1992,Rome,Italy
1957,Peace,The Nobel Peace Prize 1957,NA,1-Jan,516,Individual,Lester Bowles Pearson,1897-04-23,Toronto,-79.3831843,43.653226,Canada,Male,NA,NA,NA,NA,NA,27/12/1972,Ottawa,Canada
1957,Physics,The Nobel Prize in Physics 1957,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",1-Feb,68,Individual,Chen Ning Yang,1922-09-22,"Hofei, Anhwei",117.22901,31.8205699,China,Male,Institute for Advanced Study,"Princeton, NJ",-74.6672226,40.3572976,United States of America,NA,NA,NA
1957,Physics,The Nobel Prize in Physics 1957,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",1-Feb,69,Individual,Tsung-Dao (T.D.) Lee,1926-11-24,Shanghai,121.473701,31.230416,China,Male,Columbia University,"New York, NY",-74.0059728,40.7127753,United States of America,NA,NA,NA
1958,Chemistry,The Nobel Prize in Chemistry 1958,"""for his work on the structure of proteins, especially that of insulin""",1-Jan,222,Individual,Frederick Sanger,1918-08-13,Rendcombe,-1.970906,51.78974,United Kingdom,Male,University of Cambridge,Cambridge,0.1312729,52.1950788,United Kingdom,19/11/2013,Cambridge,United Kingdom
1958,Literature,The Nobel Prize in Literature 1958,"""for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition""",1-Jan,629,Individual,Boris Leonidovich Pasternak,1890-02-10,Moscow,37.6173,55.755826,Russia,Male,NA,NA,NA,NA,NA,30/05/1960,Peredelkino,Russia
1958,Medicine,The Nobel Prize in Physiology or Medicine 1958,"""for their discovery that genes act by regulating definite chemical events""",1-Apr,364,Individual,George Wells Beadle,1903-10-22,"Wahoo, NE",-96.6212604,41.2115023,United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",-118.1445155,34.1477849,United States of America,09/06/1989,"Pomona, CA",United States of America
1958,Medicine,The Nobel Prize in Physiology or Medicine 1958,"""for their discovery that genes act by regulating definite chemical events""",1-Apr,365,Individual,Edward Lawrie Tatum,1909-12-14,"Boulder, CO",-105.2705456,40.0149856,United States of America,Male,Rockefeller Institute for Medical Research,"New York, NY",-74.0059728,40.7127753,United States of America,05/11/1975,"New York, NY",United States of America
1958,Medicine,The Nobel Prize in Physiology or Medicine 1958,"""for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria""",1-Feb,366,Individual,Joshua Lederberg,1925-05-23,"Montclair, NJ",-74.2090053,40.8259007,United States of America,Male,University of Wisconsin,"Madison, WI",-89.4007501,43.0721661,United States of America,02/02/2008,"New York, NY",United States of America
1958,Peace,The Nobel Peace Prize 1958,NA,1-Jan,517,Individual,Georges Pire,1910-02-10,Dinant,4.9122308,50.2607382,Belgium,Male,NA,NA,NA,NA,NA,30/01/1969,Leuven,Belgium
1958,Physics,The Nobel Prize in Physics 1958,"""for the discovery and the interpretation of the Cherenkov effect""",1-Mar,70,Individual,Pavel Alekseyevich Cherenkov,1904-07-28,Novaya Chigla,40.4794612,51.2221617,Russia,Male,P.N. Lebedev Physical Institute,Moscow,37.6173,55.755826,Union of Soviet Socialist Republics,06/01/1990,NA,Union of Soviet Socialist Republics
1958,Physics,The Nobel Prize in Physics 1958,"""for the discovery and the interpretation of the Cherenkov effect""",1-Mar,71,Individual,Igor Yevgenyevich Tamm,1895-07-08,Vladivostok,131.9112975,43.1332484,Russia,Male,University of Moscow,Moscow,37.6173,55.755826,Union of Soviet Socialist Republics,12/04/1971,Moscow,Union of Soviet Socialist Republics (Russia)
1958,Physics,The Nobel Prize in Physics 1958,"""for the discovery and the interpretation of the Cherenkov effect""",1-Mar,71,Individual,Igor Yevgenyevich Tamm,1895-07-08,Vladivostok,131.9112975,43.1332484,Russia,Male,P.N. Lebedev Physical Institute,Moscow,37.6173,55.755826,Union of Soviet Socialist Republics,12/04/1971,Moscow,Union of Soviet Socialist Republics (Russia)
1958,Physics,The Nobel Prize in Physics 1958,"""for the discovery and the interpretation of the Cherenkov effect""",1-Mar,721,Individual,Il´ja Mikhailovich Frank,1908-10-23,Leningrad (Saint Petersburg),30.3609097,59.9310584,Russia,Male,University of Moscow,Moscow,37.6173,55.755826,Union of Soviet Socialist Republics,22/06/1990,Moscow,Union of Soviet Socialist Republics (Russia)
1958,Physics,The Nobel Prize in Physics 1958,"""for the discovery and the interpretation of the Cherenkov effect""",1-Mar,721,Individual,Il´ja Mikhailovich Frank,1908-10-23,Leningrad (Saint Petersburg),30.3609097,59.9310584,Russia,Male,P.N. Lebedev Physical Institute,Moscow,37.6173,55.755826,Union of Soviet Socialist Republics,22/06/1990,Moscow,Union of Soviet Socialist Republics (Russia)
1959,Chemistry,The Nobel Prize in Chemistry 1959,"""for his discovery and development of the polarographic methods of analysis""",1-Jan,223,Individual,Jaroslav Heyrovsky,1890-12-20,Prague,14.4378005,50.0755381,Austria-Hungary (Czech Republic),Male,Polarographic Institute of the Czechoslovak Academy of Science,Prague,14.4378005,50.0755381,Czechoslovakia,27/03/1967,Prague,Czechoslovakia
1959,Literature,The Nobel Prize in Literature 1959,"""for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times""",1-Jan,630,Individual,Salvatore Quasimodo,1901-08-20,Modica,14.7608152,36.8588355,Italy,Male,NA,NA,NA,NA,NA,14/06/1968,Naples,Italy
1959,Medicine,The Nobel Prize in Physiology or Medicine 1959,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",1-Feb,367,Individual,Severo Ochoa,1905-09-24,Luarca,-6.5359461,43.5420137,Spain,Male,"New York University, College of Medicine","New York, NY",-74.0059728,40.7127753,United States of America,01/11/1993,Madrid,Spain
1959,Medicine,The Nobel Prize in Physiology or Medicine 1959,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",1-Feb,368,Individual,Arthur Kornberg,1918-03-03,"Brooklyn, NY",-73.9441579,40.6781784,United States of America,Male,Stanford University,"Stanford, CA",-122.1660756,37.424106,United States of America,26/10/2007,"Stanford, CA",United States of America
1959,Peace,The Nobel Peace Prize 1959,NA,1-Jan,518,Individual,Philip J. Noel-Baker,1889-11-01,London,-0.1275862,51.5072178,United Kingdom,Male,NA,NA,NA,NA,NA,08/10/1982,London,United Kingdom
1959,Physics,The Nobel Prize in Physics 1959,"""for their discovery of the antiproton""",1-Feb,72,Individual,Emilio Gino Segrè,1905-02-01,Tivoli,12.8022261,41.959817,Italy,Male,University of California,"Berkeley, CA",-122.273042,37.8715226,United States of America,22/04/1989,"Lafayette, CA",United States of America
1959,Physics,The Nobel Prize in Physics 1959,"""for their discovery of the antiproton""",1-Feb,73,Individual,Owen Chamberlain,1920-07-10,"San Francisco, CA",-122.4194155,37.7749295,United States of America,Male,University of California,"Berkeley, CA",-122.273042,37.8715226,United States of America,28/02/2006,"Berkeley, CA",United States of America
1960,Chemistry,The Nobel Prize in Chemistry 1960,"""for his method to use carbon-14 for age determination in archaeology, geology, geophysics, and other branches of science""",1-Jan,224,Individual,Willard Frank Libby,1908-12-17,"Grand Valley, CO",-108.8839938,39.3124789,United States of America,Male,University of California,"Los Angeles, CA",-118.2436849,34.0522342,United States of America,08/09/1980,"Los Angeles, CA",United States of America
1960,Literature,The Nobel Prize in Literature 1960,"""for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time""",1-Jan,631,Individual,Saint-John Perse,1887-05-31,Pointe-_-Pitre,NA,NA,Guadeloupe Island,Male,NA,NA,NA,NA,NA,20/09/1975,Presqu'île-de-Giens,France
1960,Medicine,The Nobel Prize in Physiology or Medicine 1960,"""for discovery of acquired immunological tolerance""",1-Feb,369,Individual,Sir Frank Macfarlane Burnet,1899-09-03,Traralgon,146.5336107,-38.1940197,Australia,Male,Walter and Eliza Hall Institute for Medical Research,Melbourne,144.9630576,-37.8136276,Australia,31/08/1985,Melbourne,Australia
1960,Medicine,The Nobel Prize in Physiology or Medicine 1960,"""for discovery of acquired immunological tolerance""",1-Feb,370,Individual,Peter Brian Medawar,1915-02-28,Rio de Janeiro,-43.1728965,-22.9068467,Brazil,Male,University College,London,-0.1275862,51.5072178,United Kingdom,02/10/1987,London,United Kingdom
1960,Peace,The Nobel Peace Prize 1960,NA,1-Jan,519,Individual,Albert John Lutuli,NA,Bulawayo,28.5873388,-20.1457125,Southern Rhodesia (Zimbabwe),Male,NA,NA,NA,NA,NA,21/07/1967,Stanger,South Africa
1960,Physics,The Nobel Prize in Physics 1960,"""for the invention of the bubble chamber""",1-Jan,74,Individual,Donald Arthur Glaser,1926-09-21,"Cleveland, OH",-81.6943605,41.49932,United States of America,Male,University of California,"Berkeley, CA",-122.273042,37.8715226,United States of America,28/02/2013,"Berkeley, CA",United States of America
1961,Chemistry,The Nobel Prize in Chemistry 1961,"""for his research on the carbon dioxide assimilation in plants""",1-Jan,225,Individual,Melvin Calvin,1911-04-08,"St. Paul, MN",-93.0899578,44.9537029,United States of America,Male,University of California,"Berkeley, CA",-122.273042,37.8715226,United States of America,08/01/1997,"Berkeley, CA",United States of America
1961,Literature,The Nobel Prize in Literature 1961,"""for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country""",1-Jan,633,Individual,Ivo Andric,1892-10-10,Dolac,15.9772026,45.8142366,Bosnia (Bosnia and Herzegovina),Male,NA,NA,NA,NA,NA,13/03/1975,Belgrade,Yugoslavia (Serbia)
1961,Medicine,The Nobel Prize in Physiology or Medicine 1961,"""for his discoveries of the physical mechanism of stimulation within the cochlea""",1-Jan,371,Individual,Georg von Békésy,1899-06-03,Budapest,19.040235,47.497912,Hungary,Male,Harvard University,"Cambridge, MA",-71.1097335,42.3736158,United States of America,13/06/1972,"Honolulu, HI",United States of America
1961,Peace,The Nobel Peace Prize 1961,NA,1-Jan,520,Individual,Dag Hjalmar Agne Carl Hammarskjöld,1905-07-29,Jönköping,NA,NA,Sweden,Male,NA,NA,NA,NA,NA,18/09/1961,Ndola,Northern Rhodesia (Zambia)
1961,Physics,The Nobel Prize in Physics 1961,"""for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons""",1-Feb,75,Individual,Robert Hofstadter,1915-02-05,"New York, NY",-74.0059728,40.7127753,United States of America,Male,Stanford University,"Stanford, CA",-122.1660756,37.424106,United States of America,17/11/1990,"Stanford, CA",United States of America
1961,Physics,The Nobel Prize in Physics 1961,"""for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name""",1-Feb,76,Individual,Rudolf Ludwig Mössbauer,1929-01-31,Munich,11.5819806,48.1351253,Germany,Male,Technical University,Munich,11.5819806,48.1351253,Federal Republic of Germany,14/09/2011,NA,NA
1961,Physics,The Nobel Prize in Physics 1961,"""for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name""",1-Feb,76,Individual,Rudolf Ludwig Mössbauer,1929-01-31,Munich,11.5819806,48.1351253,Germany,Male,California Institute of Technology (Caltech),"Pasadena, CA",-118.1445155,34.1477849,United States of America,14/09/2011,NA,NA
1962,Chemistry,The Nobel Prize in Chemistry 1962,"""for their studies of the structures of globular proteins""",1-Feb,226,Individual,Max Ferdinand Perutz,1914-05-19,Vienna,16.3738189,48.2081743,Austria,Male,MRC Laboratory of Molecular Biology,Cambridge,0.1312729,52.1950788,United Kingdom,06/02/2002,Cambridge,United Kingdom
1962,Chemistry,The Nobel Prize in Chemistry 1962,"""for their studies of the structures of globular proteins""",1-Feb,227,Individual,John Cowdery Kendrew,1917-03-24,Oxford,-1.2577263,51.7520209,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,0.1312729,52.1950788,United Kingdom,23/08/1997,Cambridge,United Kingdom
1962,Literature,The Nobel Prize in Literature 1962,"""for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception""",1-Jan,634,Individual,John Steinbeck,1902-02-27,"Salinas, CA",-121.6555013,36.6777372,United States of America,Male,NA,NA,NA,NA,NA,20/12/1968,"New York, NY",United States of America
1962,Medicine,The Nobel Prize in Physiology or Medicine 1962,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",1-Mar,372,Individual,Francis Harry Compton Crick,1916-06-08,Northampton,-0.8944421,52.237065,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,0.1312729,52.1950788,United Kingdom,28/07/2004,"San Diego, CA",United States of America
1962,Medicine,The Nobel Prize in Physiology or Medicine 1962,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",1-Mar,373,Individual,James Dewey Watson,1928-04-06,"Chicago, IL",-87.6297982,41.8781136,United States of America,Male,Harvard University,"Cambridge, MA",-71.1097335,42.3736158,United States of America,NA,NA,NA
1962,Medicine,The Nobel Prize in Physiology or Medicine 1962,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",1-Mar,374,Individual,Maurice Hugh Frederick Wilkins,1916-12-15,Pongaroa,176.1909648,-40.5426816,New Zealand,Male,London University,London,-0.1275862,51.5072178,United Kingdom,05/10/2004,London,United Kingdom
1962,Peace,The Nobel Peace Prize 1962,NA,1-Jan,217,Individual,Linus Carl Pauling,1901-02-28,"Portland, OR",-122.6783853,45.515232,United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",-118.1445155,34.1477849,United States of America,19/08/1994,"Big Sur, CA",United States of America
1962,Physics,The Nobel Prize in Physics 1962,"""for his pioneering theories for condensed matter, especially liquid helium""",1-Jan,77,Individual,Lev Davidovich Landau,1908-01-22,Baku,49.8670924,40.4092617,Russian Empire (Azerbaijan),Male,Academy of Sciences,Moscow,37.6173,55.755826,Union of Soviet Socialist Republics,01/04/1968,Moscow,Union of Soviet Socialist Republics (Russia)
1963,Chemistry,The Nobel Prize in Chemistry 1963,"""for their discoveries in the field of the chemistry and technology of high polymers""",1-Feb,228,Individual,Karl Ziegler,1898-11-26,Helsa,9.6863827,51.2573397,Germany,Male,Max-Planck-Institut für Kohlenforschung (Max-Planck-Institute for Carbon Research),Mülheim/Ruhr,7.1980843,51.5450884,Federal Republic of Germany,12/08/1973,Mülheim,West Germany (Germany)
1963,Chemistry,The Nobel Prize in Chemistry 1963,"""for their discoveries in the field of the chemistry and technology of high polymers""",1-Feb,229,Individual,Giulio Natta,1903-02-26,Imperia,8.039517,43.8896857,Italy,Male,Institute of Technology,Milan,9.189982,45.4642035,Italy,02/05/1979,Bergamo,Italy
1963,Literature,The Nobel Prize in Literature 1963,"""for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture""",1-Jan,635,Individual,Giorgos Seferis,1900-03-13,Smyrna (Izmir),27.142826,38.423734,Ottoman Empire (Turkey),Male,NA,NA,NA,NA,NA,20/09/1971,Athens,Greece
1963,Medicine,The Nobel Prize in Physiology or Medicine 1963,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",1-Mar,375,Individual,Sir John Carew Eccles,1903-01-27,Melbourne,144.9630576,-37.8136276,Australia,Male,Australian National University,Canberra,149.1310038,-35.2801903,Australia,02/05/1997,Contra,Switzerland
1963,Medicine,The Nobel Prize in Physiology or Medicine 1963,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",1-Mar,376,Individual,Alan Lloyd Hodgkin,1914-02-05,Banbury,-1.339775,52.0629009,United Kingdom,Male,University of Cambridge,Cambridge,0.1312729,52.1950788,United Kingdom,20/12/1998,Cambridge,United Kingdom
1963,Medicine,The Nobel Prize in Physiology or Medicine 1963,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",1-Mar,377,Individual,Andrew Fielding Huxley,1917-11-22,Hampstead,-0.1761749,51.5556461,United Kingdom,Male,University College,London,-0.1275862,51.5072178,United Kingdom,30/05/2012,Grantchester,United Kingdom
1963,Peace,The Nobel Peace Prize 1963,NA,1-Feb,482,Organization,Comité international de la Croix Rouge (International Committee of the Red Cross),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,Peace,The Nobel Peace Prize 1963,NA,1-Feb,523,Organization,Ligue des Sociétés de la Croix-Rouge (League of Red Cross Societies),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,Physics,The Nobel Prize in Physics 1963,"""for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles""",1-Feb,78,Individual,Eugene Paul Wigner,1902-11-17,Budapest,19.040235,47.497912,Austria-Hungary (Hungary),Male,Princeton University,"Princeton, NJ",-74.6672226,40.3572976,United States of America,01/01/1995,"Princeton, NJ",United States of America
1963,Physics,The Nobel Prize in Physics 1963,"""for their discoveries concerning nuclear shell structure""",1-Apr,79,Individual,Maria Goeppert Mayer,1906-06-28,Kattowitz (Katowice),19.0237815,50.2648919,Germany (Poland),Female,University of California,"San Diego, CA",-117.1610838,32.715738,United States of America,20/02/1972,"San Diego, CA",United States of America
1963,Physics,The Nobel Prize in Physics 1963,"""for their discoveries concerning nuclear shell structure""",1-Apr,80,Individual,J. Hans D. Jensen,1907-06-25,Hamburg,9.9871703,53.5488282,Germany,Male,University of Heidelberg,Heidelberg,8.6724335,49.3987524,Federal Republic of Germany,11/02/1973,Heidelberg,West Germany (Germany)
1964,Chemistry,The Nobel Prize in Chemistry 1964,"""for her determinations by X-ray techniques of the structures of important biochemical substances""",1-Jan,230,Individual,Dorothy Crowfoot Hodgkin,1910-05-12,Cairo,31.2357116,30.0444196,Egypt,Female,"University of Oxford, Royal Society",Oxford,-1.2577263,51.7520209,United Kingdom,29/07/1994,Shipston-on-Stour,United Kingdom
1964,Literature,The Nobel Prize in Literature 1964,"""for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age""",1-Jan,637,Individual,Jean-Paul Sartre,1905-06-21,Paris,2.3522219,48.856614,France,Male,NA,NA,NA,NA,NA,15/04/1980,Paris,France
1964,Medicine,The Nobel Prize in Physiology or Medicine 1964,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",1-Feb,378,Individual,Konrad Bloch,1912-01-21,Neisse (Nysa),17.3295861,50.4822855,Germany (Poland),Male,Harvard University,"Cambridge, MA",-71.1097335,42.3736158,United States of America,15/10/2000,"Burlington, MA",United States of America
